zip_code,procedure_code,drug_name
41011,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
41011,169418113,Ozempic 2MG/3ML Solution Pen-injector
41011,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
41011,70954006020,predniSONE 20MG Tablet
43001,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43001,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43001,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43001,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43001,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43001,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43001,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43001,3089421,Eliquis 5MG Tablet
43001,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43001,169418113,Ozempic 2MG/3ML Solution Pen-injector
43001,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43001,430042014,Lo Loestrin Fe 1 MG-10 MCG /10 MCG Tablet
43001,13668013610,Escitalopram Oxalate 10MG Tablet
43001,13668013710,Escitalopram Oxalate 20MG Tablet
43001,43547028211,Escitalopram Oxalate 20MG Tablet
43001,57237000511,Fluconazole 150MG Tablet
43001,68180086111,Azithromycin 250MG Tablet
43001,70954006020,predniSONE 20MG Tablet
43002,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43002,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43002,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43002,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43002,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43002,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43002,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43002,3089421,Eliquis 5MG Tablet
43002,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43002,169418113,Ozempic 2MG/3ML Solution Pen-injector
43002,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43002,13668013610,Escitalopram Oxalate 10MG Tablet
43002,13668013710,Escitalopram Oxalate 20MG Tablet
43002,43547028211,Escitalopram Oxalate 20MG Tablet
43002,70954006020,predniSONE 20MG Tablet
43003,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43003,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43003,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43003,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43003,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43003,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43003,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43003,3089421,Eliquis 5MG Tablet
43003,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43003,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43003,169418113,Ozempic 2MG/3ML Solution Pen-injector
43003,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
43003,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43003,13668013610,Escitalopram Oxalate 10MG Tablet
43003,13668013710,Escitalopram Oxalate 20MG Tablet
43003,43547028211,Escitalopram Oxalate 20MG Tablet
43003,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43003,70954006020,predniSONE 20MG Tablet
43004,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43004,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43004,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43004,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43004,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43004,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43004,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43004,3089421,Eliquis 5MG Tablet
43004,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43004,169418113,Ozempic 2MG/3ML Solution Pen-injector
43004,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43004,13668013610,Escitalopram Oxalate 10MG Tablet
43004,13668013710,Escitalopram Oxalate 20MG Tablet
43004,43547028211,Escitalopram Oxalate 20MG Tablet
43004,70954006020,predniSONE 20MG Tablet
43005,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43005,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43005,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43005,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43005,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43005,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43005,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43005,3089421,Eliquis 5MG Tablet
43005,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43005,169418113,Ozempic 2MG/3ML Solution Pen-injector
43005,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43005,70954006020,predniSONE 20MG Tablet
43006,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43006,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43006,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43006,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43006,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43006,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43006,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43006,3089421,Eliquis 5MG Tablet
43006,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43006,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43006,169418113,Ozempic 2MG/3ML Solution Pen-injector
43006,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
43006,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43006,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43006,70954006020,predniSONE 20MG Tablet
43007,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43007,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43007,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43007,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43007,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43007,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43007,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43007,2822259,Insulin Lispro (1 Unit Dial) 100UNIT/ML Solution Pen-injector
43007,3089421,Eliquis 5MG Tablet
43007,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43007,169418113,Ozempic 2MG/3ML Solution Pen-injector
43007,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43007,13668013610,Escitalopram Oxalate 10MG Tablet
43007,13668013710,Escitalopram Oxalate 20MG Tablet
43007,29300012510,Meloxicam 15MG Tablet
43007,29300024405,busPIRone HCl 5MG Tablet
43007,29300024505,busPIRone HCl 10MG Tablet
43007,43547028211,Escitalopram Oxalate 20MG Tablet
43007,55111015810,Omeprazole 20MG Capsule Delayed Release
43007,55111064505,Omeprazole 40MG Capsule Delayed Release
43007,57237000511,Fluconazole 150MG Tablet
43007,65862001305,Sertraline HCl 100MG Tablet
43007,65862050320,Amoxicillin-Pot Clavulanate 875-125MG Tablet
43007,67877015905,metFORMIN HCl ER 500MG Tablet Extended Release 24 HR
43007,68382005105,Meloxicam 15MG Tablet
43007,68382050010,Omeprazole 40MG Capsule Delayed Release
43007,68462039710,Omeprazole 40MG Capsule Delayed Release
43007,69097083412,Sertraline HCl 50MG Tablet
43007,69097083512,Sertraline HCl 100MG Tablet
43007,70010049105,metFORMIN HCl ER 500MG Tablet Extended Release 24 HR
43007,70954006020,predniSONE 20MG Tablet
43008,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43008,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43008,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43008,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43008,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43008,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43008,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43008,3089421,Eliquis 5MG Tablet
43008,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43008,169418113,Ozempic 2MG/3ML Solution Pen-injector
43008,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43008,13668013610,Escitalopram Oxalate 10MG Tablet
43008,13668013710,Escitalopram Oxalate 20MG Tablet
43008,43547028211,Escitalopram Oxalate 20MG Tablet
43008,57237000511,Fluconazole 150MG Tablet
43008,65862050320,Amoxicillin-Pot Clavulanate 875-125MG Tablet
43008,69097083412,Sertraline HCl 50MG Tablet
43008,69097083512,Sertraline HCl 100MG Tablet
43008,70954006020,predniSONE 20MG Tablet
43009,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43009,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43009,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43009,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43009,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43009,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43009,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43009,3089421,Eliquis 5MG Tablet
43009,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43009,93310905,Amoxicillin 500MG Capsule
43009,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43009,169418113,Ozempic 2MG/3ML Solution Pen-injector
43009,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43009,430042014,Lo Loestrin Fe 1 MG-10 MCG /10 MCG Tablet
43009,13668013610,Escitalopram Oxalate 10MG Tablet
43009,13668013710,Escitalopram Oxalate 20MG Tablet
43009,43547028211,Escitalopram Oxalate 20MG Tablet
43009,57237000511,Fluconazole 150MG Tablet
43009,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43009,65862001305,Sertraline HCl 100MG Tablet
43009,65862001501,Amoxicillin 875MG Tablet
43009,65862050320,Amoxicillin-Pot Clavulanate 875-125MG Tablet
43009,69097083412,Sertraline HCl 50MG Tablet
43009,69097083512,Sertraline HCl 100MG Tablet
43009,70954006020,predniSONE 20MG Tablet
43010,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43010,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43010,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43010,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43010,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43010,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43010,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43010,3089421,Eliquis 5MG Tablet
43010,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43010,169418113,Ozempic 2MG/3ML Solution Pen-injector
43010,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43010,70954006020,predniSONE 20MG Tablet
43011,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43011,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43011,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43011,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43011,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43011,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43011,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43011,3089421,Eliquis 5MG Tablet
43011,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43011,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43011,169418113,Ozempic 2MG/3ML Solution Pen-injector
43011,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
43011,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43011,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43011,70954006020,predniSONE 20MG Tablet
43013,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43013,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43013,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43013,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43013,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43013,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43013,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43013,3089421,Eliquis 5MG Tablet
43013,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43013,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43013,169418113,Ozempic 2MG/3ML Solution Pen-injector
43013,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43013,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43013,70954006020,predniSONE 20MG Tablet
43014,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43014,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43014,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43014,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43014,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43014,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43014,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43014,3089421,Eliquis 5MG Tablet
43014,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43014,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43014,169418113,Ozempic 2MG/3ML Solution Pen-injector
43014,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
43014,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43014,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43014,70954006020,predniSONE 20MG Tablet
43015,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43015,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43015,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43015,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43015,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43015,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43015,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43015,3089421,Eliquis 5MG Tablet
43015,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43015,169418113,Ozempic 2MG/3ML Solution Pen-injector
43015,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43015,13668013610,Escitalopram Oxalate 10MG Tablet
43015,13668013710,Escitalopram Oxalate 20MG Tablet
43015,43547028211,Escitalopram Oxalate 20MG Tablet
43015,57237000511,Fluconazole 150MG Tablet
43015,65862001305,Sertraline HCl 100MG Tablet
43015,65862050320,Amoxicillin-Pot Clavulanate 875-125MG Tablet
43015,69097083412,Sertraline HCl 50MG Tablet
43015,69097083512,Sertraline HCl 100MG Tablet
43015,70954006020,predniSONE 20MG Tablet
43016,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43016,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43016,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43016,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43016,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43016,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43016,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43016,3089421,Eliquis 5MG Tablet
43016,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43016,169418113,Ozempic 2MG/3ML Solution Pen-injector
43016,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43016,13668013610,Escitalopram Oxalate 10MG Tablet
43016,13668013710,Escitalopram Oxalate 20MG Tablet
43016,43547028211,Escitalopram Oxalate 20MG Tablet
43016,70954006020,predniSONE 20MG Tablet
43017,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43017,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43017,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43017,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43017,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43017,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43017,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43017,3089421,Eliquis 5MG Tablet
43017,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43017,169418113,Ozempic 2MG/3ML Solution Pen-injector
43017,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43017,13668013610,Escitalopram Oxalate 10MG Tablet
43017,13668013710,Escitalopram Oxalate 20MG Tablet
43017,43547028211,Escitalopram Oxalate 20MG Tablet
43017,70954006020,predniSONE 20MG Tablet
43018,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43018,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43018,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43018,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43018,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43018,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43018,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43018,3089421,Eliquis 5MG Tablet
43018,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43018,169418113,Ozempic 2MG/3ML Solution Pen-injector
43018,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43018,13668013610,Escitalopram Oxalate 10MG Tablet
43018,13668013710,Escitalopram Oxalate 20MG Tablet
43018,43547028211,Escitalopram Oxalate 20MG Tablet
43018,57237000511,Fluconazole 150MG Tablet
43018,70954006020,predniSONE 20MG Tablet
43019,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43019,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43019,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43019,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43019,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43019,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43019,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43019,3089421,Eliquis 5MG Tablet
43019,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43019,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43019,169418113,Ozempic 2MG/3ML Solution Pen-injector
43019,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
43019,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43019,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43019,70954006020,predniSONE 20MG Tablet
43021,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43021,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43021,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43021,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43021,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43021,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43021,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43021,3089421,Eliquis 5MG Tablet
43021,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43021,169418113,Ozempic 2MG/3ML Solution Pen-injector
43021,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43021,13668013610,Escitalopram Oxalate 10MG Tablet
43021,13668013710,Escitalopram Oxalate 20MG Tablet
43021,43547028211,Escitalopram Oxalate 20MG Tablet
43021,70954006020,predniSONE 20MG Tablet
43022,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43022,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43022,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43022,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43022,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43022,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43022,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43022,3089421,Eliquis 5MG Tablet
43022,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43022,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43022,169418113,Ozempic 2MG/3ML Solution Pen-injector
43022,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43022,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43022,70954006020,predniSONE 20MG Tablet
43023,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43023,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43023,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43023,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43023,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43023,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43023,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43023,3089421,Eliquis 5MG Tablet
43023,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43023,169418113,Ozempic 2MG/3ML Solution Pen-injector
43023,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43023,13668013610,Escitalopram Oxalate 10MG Tablet
43023,13668013710,Escitalopram Oxalate 20MG Tablet
43023,43547028211,Escitalopram Oxalate 20MG Tablet
43023,70954006020,predniSONE 20MG Tablet
43025,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43025,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43025,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43025,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43025,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43025,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43025,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43025,3089421,Eliquis 5MG Tablet
43025,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43025,169418113,Ozempic 2MG/3ML Solution Pen-injector
43025,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43025,13668013610,Escitalopram Oxalate 10MG Tablet
43025,13668013710,Escitalopram Oxalate 20MG Tablet
43025,43547028211,Escitalopram Oxalate 20MG Tablet
43025,70954006020,predniSONE 20MG Tablet
43026,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43026,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43026,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43026,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43026,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43026,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43026,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43026,3089421,Eliquis 5MG Tablet
43026,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43026,169418113,Ozempic 2MG/3ML Solution Pen-injector
43026,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43026,13668013610,Escitalopram Oxalate 10MG Tablet
43026,13668013710,Escitalopram Oxalate 20MG Tablet
43026,43547028211,Escitalopram Oxalate 20MG Tablet
43026,70954006020,predniSONE 20MG Tablet
43028,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43028,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43028,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43028,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43028,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43028,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43028,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43028,3089421,Eliquis 5MG Tablet
43028,54327099,Fluticasone Propionate 50MCG/ACT Suspension
43028,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43028,169418113,Ozempic 2MG/3ML Solution Pen-injector
43028,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
43028,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
43028,70954006020,predniSONE 20MG Tablet
43029,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
43029,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
43029,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
43029,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
43029,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
43029,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
43029,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
43029,3089421,Eliquis 5MG Tablet
43029,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
43029,169418113,Ozempic 2MG/3ML Solution Pen-injector
