zip_code,procedure_code,drug_name
30016,70954006020,predniSONE 20MG Tablet
30017,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30017,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30017,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30017,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30017,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30017,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30017,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30017,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30017,169418113,Ozempic 2MG/3ML Solution Pen-injector
30017,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30017,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30017,13668013610,Escitalopram Oxalate 10MG Tablet
30017,13668013710,Escitalopram Oxalate 20MG Tablet
30017,43547028211,Escitalopram Oxalate 20MG Tablet
30017,70954006020,predniSONE 20MG Tablet
30019,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30019,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30019,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30019,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30019,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30019,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30019,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30019,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30019,169418113,Ozempic 2MG/3ML Solution Pen-injector
30019,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30019,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30019,70954006020,predniSONE 20MG Tablet
30021,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30021,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30021,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30021,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30021,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30021,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30021,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30021,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30021,169418113,Ozempic 2MG/3ML Solution Pen-injector
30021,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30021,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30021,70954006020,predniSONE 20MG Tablet
30022,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30022,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30022,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30022,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30022,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30022,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30022,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30022,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30022,169418113,Ozempic 2MG/3ML Solution Pen-injector
30022,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30022,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30022,13668013610,Escitalopram Oxalate 10MG Tablet
30022,13668013710,Escitalopram Oxalate 20MG Tablet
30022,43547028211,Escitalopram Oxalate 20MG Tablet
30022,70954006020,predniSONE 20MG Tablet
30024,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30024,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30024,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30024,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30024,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30024,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30024,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30024,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30024,169418113,Ozempic 2MG/3ML Solution Pen-injector
30024,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30024,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30024,70954006020,predniSONE 20MG Tablet
30025,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30025,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30025,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30025,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30025,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30025,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30025,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30025,54327099,Fluticasone Propionate 50MCG/ACT Suspension
30025,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30025,169418113,Ozempic 2MG/3ML Solution Pen-injector
30025,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30025,310737020,Budesonide-Formoterol Fumarate 160-4.5MCG/ACT Aerosol
30025,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30025,60505082901,Fluticasone Propionate 50MCG/ACT Suspension
30025,70954006020,predniSONE 20MG Tablet
30026,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30026,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30026,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30026,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30026,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30026,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30026,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30026,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30026,169418113,Ozempic 2MG/3ML Solution Pen-injector
30026,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30026,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30026,70954006020,predniSONE 20MG Tablet
30028,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30028,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30028,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30028,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30028,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30028,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30028,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30028,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30028,169418113,Ozempic 2MG/3ML Solution Pen-injector
30028,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30028,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30028,70954006020,predniSONE 20MG Tablet
30029,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30029,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30029,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30029,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30029,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30029,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30029,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30029,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30029,169418113,Ozempic 2MG/3ML Solution Pen-injector
30029,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30029,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30029,70954006020,predniSONE 20MG Tablet
30030,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30030,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30030,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30030,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30030,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30030,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30030,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30030,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30030,169418113,Ozempic 2MG/3ML Solution Pen-injector
30030,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30030,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30030,70954006020,predniSONE 20MG Tablet
30031,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30031,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30031,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30031,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30031,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30031,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30031,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30031,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30031,169418113,Ozempic 2MG/3ML Solution Pen-injector
30031,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30031,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30031,70954006020,predniSONE 20MG Tablet
30032,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30032,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30032,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30032,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30032,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30032,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30032,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30032,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30032,169418113,Ozempic 2MG/3ML Solution Pen-injector
30032,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30032,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30032,13668013610,Escitalopram Oxalate 10MG Tablet
30032,13668013710,Escitalopram Oxalate 20MG Tablet
30032,43547028211,Escitalopram Oxalate 20MG Tablet
30032,70954006020,predniSONE 20MG Tablet
30033,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30033,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30033,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30033,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30033,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30033,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30033,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30033,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30033,169418113,Ozempic 2MG/3ML Solution Pen-injector
30033,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30033,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30033,70954006020,predniSONE 20MG Tablet
30034,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30034,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30034,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30034,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30034,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30034,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30034,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30034,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30034,169418113,Ozempic 2MG/3ML Solution Pen-injector
30034,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30034,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30034,13668013610,Escitalopram Oxalate 10MG Tablet
30034,13668013710,Escitalopram Oxalate 20MG Tablet
30034,43547028211,Escitalopram Oxalate 20MG Tablet
30034,70954006020,predniSONE 20MG Tablet
30035,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30035,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30035,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30035,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30035,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30035,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30035,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30035,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30035,169418113,Ozempic 2MG/3ML Solution Pen-injector
30035,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30035,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30035,13668013610,Escitalopram Oxalate 10MG Tablet
30035,13668013710,Escitalopram Oxalate 20MG Tablet
30035,43547028211,Escitalopram Oxalate 20MG Tablet
30035,70954006020,predniSONE 20MG Tablet
30038,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30038,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30038,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30038,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30038,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30038,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30038,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30038,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30038,169418113,Ozempic 2MG/3ML Solution Pen-injector
30038,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30038,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30038,13668013610,Escitalopram Oxalate 10MG Tablet
30038,13668013710,Escitalopram Oxalate 20MG Tablet
30038,43547028211,Escitalopram Oxalate 20MG Tablet
30038,57237000511,Fluconazole 150MG Tablet
30038,70954006020,predniSONE 20MG Tablet
30039,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30039,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30039,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30039,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30039,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30039,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30039,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30039,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30039,169418113,Ozempic 2MG/3ML Solution Pen-injector
30039,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30039,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30039,13668013610,Escitalopram Oxalate 10MG Tablet
30039,13668013710,Escitalopram Oxalate 20MG Tablet
30039,43547028211,Escitalopram Oxalate 20MG Tablet
30039,70954006020,predniSONE 20MG Tablet
30040,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30040,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30040,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30040,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30040,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30040,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30040,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30040,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30040,169418113,Ozempic 2MG/3ML Solution Pen-injector
30040,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30040,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30040,70954006020,predniSONE 20MG Tablet
30041,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30041,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30041,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30041,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30041,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30041,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
30041,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
30041,169413013,Ozempic (1 MG/DOSE) 4MG/3ML Solution Pen-injector
30041,169418113,Ozempic 2MG/3ML Solution Pen-injector
30041,169477212,Ozempic (2 MG/DOSE) 8MG/3ML Solution Pen-injector
30041,406012301,HYDROcodone-Acetaminophen 5-325MG Tablet
30041,70954006020,predniSONE 20MG Tablet
30042,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
30042,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
30042,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
30042,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
30042,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
30042,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
