zip_code,procedure_code,drug_name
33324,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33324,70954006020,predniSONE 20MG Tablet
33325,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33325,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33325,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33325,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33325,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33325,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33325,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33326,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33326,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33326,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33326,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33326,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33326,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33326,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33326,70954006020,predniSONE 20MG Tablet
33327,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33327,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33327,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33327,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33327,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33327,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33327,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33327,70954006020,predniSONE 20MG Tablet
33328,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33328,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33328,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33328,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33328,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33328,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33328,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33329,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33329,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33329,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33329,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33329,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33329,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33329,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33329,70954006020,predniSONE 20MG Tablet
33330,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33330,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33330,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33330,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33330,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33330,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33330,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33331,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33331,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33331,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33331,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33331,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33331,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33331,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33331,70954006020,predniSONE 20MG Tablet
33332,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33332,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33332,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33332,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33332,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33332,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33332,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33332,70954006020,predniSONE 20MG Tablet
33334,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33334,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33334,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33334,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33334,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33334,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33334,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33338,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33338,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33338,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33338,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33338,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33338,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33338,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33338,70954006020,predniSONE 20MG Tablet
33351,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33351,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33351,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33351,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33351,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33351,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33351,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33401,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33401,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33401,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33401,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33401,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33401,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33401,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33401,70954006020,predniSONE 20MG Tablet
33403,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33403,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33403,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33403,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33403,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33403,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33403,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33404,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33404,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33404,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33404,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33404,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33404,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33404,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33405,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33405,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33405,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33405,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33405,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33405,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33405,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33405,70954006020,predniSONE 20MG Tablet
33406,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33406,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33406,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33406,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33406,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33406,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33406,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33406,13668013610,Escitalopram Oxalate 10MG Tablet
33406,13668013710,Escitalopram Oxalate 20MG Tablet
33407,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33407,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33407,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33407,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33407,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33407,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33407,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33408,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33408,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33408,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33408,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33408,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33408,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33408,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33408,70954006020,predniSONE 20MG Tablet
33409,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33409,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33409,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33409,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33409,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33409,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33409,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33410,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33410,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33410,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33410,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33410,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33410,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33410,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33410,70954006020,predniSONE 20MG Tablet
33411,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33411,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33411,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33411,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33411,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33411,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33411,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33412,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33412,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33412,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33412,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33412,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33412,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33412,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33413,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33413,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33413,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33413,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33413,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33413,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33413,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33414,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33414,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33414,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33414,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33414,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33414,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33414,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33415,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33415,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33415,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33415,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33415,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33415,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33415,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33417,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33417,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33417,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33417,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33417,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33417,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33417,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33418,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33418,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33418,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33418,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33418,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33418,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33418,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33418,70954006020,predniSONE 20MG Tablet
33424,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33424,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33424,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33424,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33424,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33424,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33424,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33426,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33426,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33426,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33426,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33426,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33426,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33426,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33427,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33427,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33427,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33427,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33427,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33427,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33427,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33427,70954006020,predniSONE 20MG Tablet
33428,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33428,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33428,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33428,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33428,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33428,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33428,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33428,597015230,Jardiance 10MG Tablet
33428,597015330,Jardiance 25MG Tablet
33428,13668013610,Escitalopram Oxalate 10MG Tablet
33428,13668013710,Escitalopram Oxalate 20MG Tablet
33428,50111056003,traZODone HCl 50MG Tablet
33428,57237000511,Fluconazole 150MG Tablet
33428,61958250101,Biktarvy 50-200-25MG Tablet
33428,65862001305,Sertraline HCl 100MG Tablet
33428,69097083412,Sertraline HCl 50MG Tablet
33428,69097083512,Sertraline HCl 100MG Tablet
33430,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33430,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33430,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33430,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33430,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33430,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33430,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33430,70954006020,predniSONE 20MG Tablet
33431,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33431,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33431,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33431,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33431,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33431,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33431,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33431,70954006020,predniSONE 20MG Tablet
33432,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33432,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33432,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33432,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33432,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33432,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33432,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33432,70954006020,predniSONE 20MG Tablet
33433,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33433,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33433,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33433,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33433,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33433,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33433,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33434,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33434,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33434,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33434,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33434,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
33434,2150680,Mounjaro 2.5MG/0.5ML Solution Pen-injector
33434,2771559,Basaglar KwikPen 100UNIT/ML Solution Pen-injector
33434,70954006020,predniSONE 20MG Tablet
33435,2145780,Mounjaro 15MG/0.5ML Solution Pen-injector
33435,2146080,Mounjaro 12.5MG/0.5ML Solution Pen-injector
33435,2147180,Mounjaro 10MG/0.5ML Solution Pen-injector
33435,2148480,Mounjaro 7.5MG/0.5ML Solution Pen-injector
33435,2149580,Mounjaro 5MG/0.5ML Solution Pen-injector
